target_id	X0	mu_k	GI	k_obs	Xt	Reads_t	Log2fc
70_196	500	0.714	1.000	0.816	46077.458	230	-1.036
70_197	500	0.942	1.000	0.955	99650.940	499	0.081
70_198	500	0.534	1.000	0.602	14102.715	70	-2.752
70_199	500	0.991	1.000	0.982	115811.148	579	0.296
71	500	1.000	1.000	0.918	81389.766	407	-0.213
71_72	500	1.000	1.000	1.044	163815.048	820	0.798
71_73	500	1.000	1.000	1.047	165847.396	830	0.815
71_74	500	1.000	1.000	1.035	155521.731	778	0.722
71_75	500	1.000	1.000	0.937	90385.278	452	-0.062
71_76	500	1.000	1.000	1.080	199656.695	999	1.083
71_77	500	1.000	1.000	1.060	178843.128	895	0.924
71_78	500	1.000	1.000	0.917	80615.418	403	-0.227
71_79	500	1.000	1.000	0.973	109968.544	550	0.222
71_80	500	1.000	1.000	1.096	218036.887	1091	1.210
71_81	500	1.000	1.000	0.982	115744.409	579	0.296
71_82	500	0.567	0.567	0.448	5992.278	30	-3.975
71_83	500	1.000	1.000	0.941	92169.996	461	-0.033
71_84	500	1.000	1.000	1.029	150072.345	751	0.671
71_85	500	0.777	0.777	0.783	38413.338	192	-1.297
71_86	500	1.000	1.000	0.985	117793.320	589	0.320
71_87	500	1.000	1.000	1.001	128965.855	645	0.451
71_88	500	1.000	1.000	1.019	142209.409	712	0.594
71_89	500	1.000	1.000	1.040	159939.560	800	0.762
71_90	500	1.000	1.000	0.956	100126.638	501	0.087
71_91	500	1.000	1.000	1.029	150716.481	754	0.677
71_92	500	1.000	1.000	0.993	123170.620	616	0.385
71_93	500	1.000	1.000	1.067	185405.361	928	0.976
71_94	500	1.000	1.000	0.994	123976.188	620	0.394
71_95	500	0.557	0.557	0.643	17634.583	88	-2.422
71_96	500	1.000	1.000	0.933	88317.164	442	-0.094
71_97	500	1.000	1.000	1.018	141698.037	709	0.588
71_98	500	1.000	1.000	0.987	119163.873	596	0.337
71_99	500	1.000	1.000	0.923	83423.114	417	-0.178
71_100	500	1.000	1.000	1.033	154082.258	771	0.709
71_101	500	1.000	1.000	0.974	110647.988	554	0.232
71_102	500	1.000	1.000	1.026	148195.762	742	0.654
71_103	500	1.000	1.000	1.006	132318.715	662	0.489
71_104	500	1.000	1.000	1.011	135971.484	680	0.528
71_105	500	1.000	1.000	1.018	141768.861	709	0.588
71_106	500	1.000	1.000	0.962	103706.304	519	0.138
71_107	500	1.000	1.000	0.932	87993.318	440	-0.100
71_108	500	1.000	1.000	1.026	147544.256	738	0.646
71_109	500	1.000	1.000	0.994	123830.272	620	0.394
71_110	500	1.000	1.000	0.988	119895.675	600	0.347
71_111	500	1.000	1.000	1.057	176029.736	881	0.901
71_112	500	0.851	0.851	0.766	34876.582	174	-1.439
71_113	500	1.000	1.000	0.974	110860.626	555	0.235
71_114	500	1.000	1.000	0.952	97847.429	490	0.055
71_115	500	1.000	1.000	0.992	122391.533	612	0.376
71_116	500	1.000	1.000	0.906	76143.632	381	-0.308
71_117	500	1.000	1.000	0.997	126080.842	631	0.420
71_118	500	1.000	1.000	1.081	200481.563	1003	1.088
71_119	500	1.000	1.000	1.050	168862.037	845	0.841
71_120	500	1.000	1.000	0.944	93801.691	469	-0.008
71_121	500	1.000	1.000	1.021	143699.206	719	0.608
71_122	500	1.000	1.000	0.995	124689.839	624	0.404
71_123	500	1.000	1.000	0.983	116272.421	582	0.303
71_124	500	1.000	1.000	0.960	102635.289	513	0.121
71_125	500	1.000	1.000	1.010	135074.458	676	0.519
71_126	500	1.000	1.000	1.107	231536.795	1159	1.297
71_127	500	1.000	1.000	1.030	151268.451	757	0.682
71_128	500	1.000	1.000	0.993	123124.436	616	0.385
71_129	500	1.000	1.000	0.937	90467.041	453	-0.058
71_130	500	1.000	1.000	1.012	136678.906	684	0.536
71_131	500	1.000	1.000	0.969	107734.737	539	0.192
71_132	500	1.000	1.000	1.024	145935.121	730	0.630
71_133	500	1.000	1.000	0.974	111117.307	556	0.237
71_134	500	1.000	1.000	0.942	92887.757	465	-0.021
71_135	500	1.000	1.000	0.970	108236.947	542	0.200
71_136	500	1.000	1.000	0.920	82271.693	412	-0.195
71_137	500	1.000	1.000	1.044	163132.388	816	0.791
71_138	500	1.000	1.000	1.015	139206.205	697	0.563
71_139	500	1.000	1.000	1.024	146252.027	732	0.634
71_140	500	1.000	1.000	0.912	78774.960	394	-0.260
71_141	500	1.000	1.000	0.967	106772.976	534	0.179
71_142	500	1.000	1.000	0.981	115417.002	577	0.291
71_143	500	1.000	1.000	0.999	126991.072	635	0.429
71_144	500	1.000	1.000	0.996	125138.630	626	0.408
71_145	500	1.000	1.000	0.930	86992.748	435	-0.117
71_146	500	1.000	1.000	0.961	103164.609	516	0.129
71_147	500	1.000	1.000	0.954	99245.779	497	0.075
71_148	500	1.000	1.000	0.961	103212.767	516	0.129
71_149	500	1.000	1.000	0.954	98960.649	495	0.070
71_150	500	0.632	0.731	0.590	13177.442	65	-2.859
71_151	500	0.428	0.501	0.276	2311.714	11	-5.422
71_152	500	0.736	1.000	0.779	37654.614	188	-1.327
71_153	500	0.668	1.000	0.636	17041.955	85	-2.472
71_154	500	0.564	1.000	0.461	6428.555	32	-3.882
71_155	500	0.942	1.000	0.960	102536.456	513	0.121
71_156	500	0.755	1.000	0.683	22065.254	110	-2.100
71_157	500	0.734	1.000	0.712	25945.169	129	-1.871
71_158	500	0.760	1.000	0.691	23134.698	115	-2.036
71_159	500	0.889	1.000	0.908	76687.029	384	-0.297
71_160	500	0.865	1.000	0.808	44162.892	221	-1.094
71_161	500	0.673	1.000	0.705	24865.154	124	-1.928
71_162	500	0.908	1.000	0.836	51648.138	258	-0.871
71_163	500	0.901	1.000	0.949	96731.725	484	0.037
71_164	500	0.579	1.000	0.552	10650.029	53	-3.154
71_165	500	0.969	1.000	0.933	88201.918	441	-0.097
71_166	500	0.752	1.000	0.776	36958.884	185	-1.350
71_167	500	0.610	1.000	0.560	11143.068	55	-3.100
71_168	500	0.823	1.000	0.905	75496.296	378	-0.320
71_169	500	0.803	1.000	0.812	45138.123	226	-1.062
71_170	500	0.540	1.000	0.579	12431.894	62	-2.928
71_171	500	0.526	1.000	0.546	10347.421	51	-3.209
71_172	500	0.660	1.000	0.540	10002.758	50	-3.238
71_173	500	0.751	0.808	0.764	34573.127	173	-1.447
71_174	500	0.531	1.000	0.550	10572.012	52	-3.181
71_175	500	0.980	1.000	1.000	127956.091	640	0.440
71_176	500	0.569	1.000	0.549	10481.436	52	-3.181
71_177	500	0.970	1.000	1.015	139318.189	697	0.563
71_178	500	0.887	1.000	0.858	58267.020	291	-0.697
71_179	500	0.773	0.891	0.905	75665.444	378	-0.320
71_180	500	0.758	1.000	0.766	35034.362	175	-1.431
71_181	500	0.714	1.000	0.677	21291.436	106	-2.154
71_182	500	0.733	1.000	0.678	21448.345	107	-2.140
71_183	500	0.967	1.000	1.009	134764.635	674	0.515
71_184	500	0.669	1.000	0.658	19221.554	96	-2.297
71_185	500	0.694	1.000	0.779	37558.776	188	-1.327
71_186	500	0.816	1.000	0.760	33845.934	169	-1.481
71_187	500	0.991	1.000	0.879	65427.488	327	-0.529
71_188	500	0.744	1.000	0.744	31002.329	155	-1.606
71_189	500	0.618	1.000	0.584	12770.196	63	-2.904
71_190	500	0.512	1.000	0.479	7104.347	35	-3.752
71_191	500	0.799	1.000	0.801	42438.722	212	-1.154
71_192	500	0.886	1.000	0.990	121209.860	606	0.361
71_193	500	0.947	1.000	0.968	107342.216	537	0.187
71_194	500	0.947	1.000	0.960	102377.039	512	0.118
71_195	500	0.961	1.000	0.839	52399.476	262	-0.848
71_196	500	0.714	1.000	0.606	14422.275	72	-2.712
71_197	500	0.942	1.000	0.850	55781.291	279	-0.758
71_198	500	0.534	1.000	0.479	7111.952	35	-3.752
71_199	500	0.991	1.000	1.035	155024.297	776	0.718
72	500	1.000	1.000	1.091	212314.396	1063	1.172
72_73	500	1.000	1.000	1.005	131248.327	657	0.478
72_74	500	1.000	1.000	0.975	111565.476	558	0.242
72_75	500	1.000	1.000	0.962	103564.442	518	0.135
72_76	500	1.000	1.000	0.975	111538.061	558	0.242
72_77	500	0.923	0.923	0.944	93749.177	469	-0.008
72_78	500	1.000	1.000	0.919	81635.128	408	-0.209
72_79	500	1.000	1.000	0.989	120443.914	603	0.354
72_80	500	0.592	0.592	0.631	16550.436	82	-2.524
72_81	500	1.000	1.000	1.050	169326.684	847	0.844
72_82	500	1.000	1.000	1.025	146687.120	734	0.638
72_83	500	1.000	1.000	1.013	137291.445	687	0.542
72_84	500	1.000	1.000	1.032	153220.278	767	0.701
72_85	500	1.000	1.000	0.981	115189.466	576	0.288
72_86	500	1.000	1.000	1.026	147827.645	740	0.650
72_87	500	1.000	1.000	1.019	142034.348	711	0.592
72_88	500	1.000	1.000	0.950	97169.934	486	0.043
72_89	500	1.000	1.000	0.962	103966.118	520	0.141
72_90	500	1.000	1.000	0.969	107702.458	539	0.192
72_91	500	1.000	1.000	1.057	175564.406	879	0.898
72_92	500	1.000	1.000	1.036	156053.590	781	0.727
72_93	500	1.000	1.000	1.024	146049.933	731	0.632
72_94	500	1.000	1.000	1.049	167522.458	838	0.829
72_95	500	0.572	0.572	0.568	11672.038	58	-3.024
72_96	500	1.000	1.000	0.984	116942.756	585	0.311
72_97	500	1.000	1.000	1.053	171380.097	858	0.863
72_98	500	1.000	1.000	0.973	110133.554	551	0.224
72_99	500	1.000	1.000	1.053	171764.975	860	0.866
72_100	500	1.000	1.000	1.050	169093.036	846	0.843
72_101	500	1.000	1.000	0.998	126744.394	634	0.427
72_102	500	1.000	1.000	1.066	184117.492	922	0.967
72_103	500	1.000	1.000	1.055	173651.465	869	0.881
72_104	500	1.000	1.000	1.021	143801.020	720	0.610
72_105	500	1.000	1.000	0.979	113926.797	570	0.273
72_106	500	1.000	1.000	1.052	171170.704	857	0.861
72_107	500	0.788	0.788	0.808	44107.730	220	-1.100
72_108	500	1.000	1.000	0.996	125013.063	626	0.408
72_109	500	1.000	1.000	0.981	115201.530	576	0.288
72_110	500	0.899	0.899	0.941	92493.147	463	-0.027
72_111	500	0.688	0.688	0.657	19082.532	95	-2.312
72_112	500	1.000	1.000	0.934	88971.507	445	-0.084
72_113	500	1.000	1.000	1.012	136874.814	685	0.538
72_114	500	1.000	1.000	1.048	166618.036	834	0.822
72_115	500	1.000	1.000	0.998	126359.598	632	0.422
72_116	500	1.000	1.000	1.128	260105.789	1302	1.465
72_117	500	1.000	1.000	1.012	136608.045	684	0.536
72_118	500	1.000	1.000	0.982	115764.479	579	0.296
72_119	500	1.000	1.000	1.085	205174.838	1027	1.122
72_120	500	1.000	1.000	0.959	102028.780	510	0.113
72_121	500	1.000	1.000	1.012	136672.826	684	0.536
72_122	500	1.000	1.000	1.032	152944.378	765	0.698
72_123	500	1.000	1.000	1.049	168379.761	843	0.838
72_124	500	1.000	1.000	0.992	122632.356	614	0.380
72_125	500	1.000	1.000	0.932	87769.303	439	-0.104
72_126	500	1.000	1.000	1.017	140291.368	702	0.574
72_127	500	1.000	1.000	0.953	98725.188	494	0.067
72_128	500	1.000	1.000	1.169	326265.240	1633	1.792
72_129	500	1.000	1.000	0.936	89621.389	448	-0.074
72_130	500	1.000	1.000	0.961	103098.717	516	0.129
72_131	500	1.000	1.000	1.046	165213.724	827	0.810
72_132	500	1.000	1.000	1.031	152126.362	761	0.690
72_133	500	1.000	1.000	0.908	76999.410	385	-0.293
72_134	500	1.000	1.000	1.045	164729.330	824	0.805
72_135	500	1.000	1.000	1.038	158368.451	793	0.749
72_136	500	1.000	1.000	1.081	200737.445	1005	1.091
72_137	500	1.000	1.000	1.006	132573.155	663	0.491
72_138	500	1.000	1.000	0.938	90832.380	454	-0.055
72_139	500	1.000	1.000	1.120	249377.340	1248	1.404
72_140	500	1.000	1.000	0.998	126278.643	632	0.422
72_141	500	1.000	1.000	0.983	116504.812	583	0.306
72_142	500	1.000	1.000	1.088	208033.586	1041	1.142
72_143	500	1.000	1.000	0.927	85342.552	427	-0.144
72_144	500	1.000	1.000	0.973	110417.061	552	0.227
72_145	500	1.000	1.000	0.990	121146.277	606	0.361
72_146	500	1.000	1.000	0.968	106936.345	535	0.182
72_147	500	1.000	1.000	1.025	147299.037	737	0.644
72_148	500	1.000	1.000	0.964	104781.639	524	0.152
72_149	500	1.000	1.000	0.961	103142.530	516	0.129
72_150	500	0.864	1.000	0.810	44559.936	223	-1.081
72_151	500	0.853	1.000	0.810	44595.189	223	-1.081
72_152	500	0.736	1.000	0.703	24714.409	123	-1.939
72_153	500	0.668	1.000	0.729	28513.785	142	-1.732
72_154	500	0.564	1.000	0.614	15084.093	75	-2.653
72_155	500	0.942	1.000	0.984	117274.725	587	0.315
72_156	500	0.755	1.000	0.692	23222.456	116	-2.024
72_157	500	0.734	1.000	0.798	41647.120	208	-1.181
72_158	500	0.760	1.000	0.816	46216.323	231	-1.030
72_159	500	0.889	1.000	0.841	53094.281	265	-0.832
72_160	500	0.865	1.000	0.790	39936.238	199	-1.245
72_161	500	0.673	1.000	0.679	21567.109	108	-2.127
72_162	500	0.908	1.000	0.889	69092.290	346	-0.447
72_163	500	0.901	1.000	0.891	70059.931	350	-0.431
72_164	500	0.579	1.000	0.579	12404.290	62	-2.928
72_165	500	0.969	1.000	1.041	161076.969	806	0.773
72_166	500	0.752	1.000	0.774	36476.868	182	-1.374
72_167	500	0.610	1.000	0.538	9853.936	49	-3.267
72_168	500	0.823	1.000	0.781	37993.614	190	-1.312
72_169	500	0.803	1.000	0.806	43634.771	218	-1.114
72_170	500	0.540	1.000	0.488	7477.240	37	-3.672
72_171	500	0.526	1.000	0.557	10996.165	55	-3.100
72_172	500	0.660	1.000	0.801	42496.147	212	-1.154
72_173	500	0.929	1.000	0.890	69597.635	348	-0.439
72_174	500	0.531	1.000	0.465	6604.305	33	-3.837
72_175	500	0.980	1.000	0.958	101504.376	508	0.107
72_176	500	0.569	1.000	0.537	9844.891	49	-3.267
72_177	500	0.970	1.000	1.081	200789.859	1005	1.091
72_178	500	0.887	1.000	0.972	109357.582	547	0.214
72_179	500	0.868	1.000	0.909	77239.356	386	-0.289
72_180	500	0.513	0.677	0.542	10077.913	50	-3.238
72_181	500	0.714	1.000	0.631	16549.250	82	-2.524
72_182	500	0.733	1.000	0.767	35077.350	175	-1.431
72_183	500	0.967	1.000	0.871	62499.125	312	-0.596
72_184	500	0.669	1.000	0.775	36696.349	183	-1.366
72_185	500	0.694	1.000	0.747	31489.739	157	-1.587
72_186	500	0.816	1.000	0.820	47280.425	236	-0.999
72_187	500	0.991	1.000	1.021	143886.086	720	0.610
72_188	500	0.744	1.000	0.704	24728.471	123	-1.939
72_189	500	0.618	1.000	0.633	16731.388	83	-2.507
72_190	500	0.512	1.000	0.478	7076.732	35	-3.752
72_191	500	0.799	1.000	0.764	34655.429	173	-1.447
72_192	500	0.886	1.000	0.832	50541.674	253	-0.899
72_193	500	0.947	1.000	0.930	86982.207	435	-0.117
72_194	500	0.947	1.000	0.960	102527.957	513	0.121
72_195	500	0.961	1.000	1.020	143133.829	716	0.602
72_196	500	0.714	1.000	0.757	33207.517	166	-1.507
72_197	500	0.942	1.000	0.962	103927.388	520	0.141
72_198	500	0.534	1.000	0.528	9326.289	46	-3.358
72_199	500	0.991	1.000	0.991	121904.775	610	0.371
73	500	1.000	1.000	0.954	99380.279	497	0.075
73_74	500	1.000	1.000	0.970	108569.934	543	0.203
73_75	500	1.000	1.000	0.963	104482.181	523	0.149
73_76	500	1.000	1.000	1.014	138026.304	691	0.551
73_77	500	1.000	1.000	0.977	112430.672	563	0.255
73_78	500	1.000	1.000	1.015	139273.434	697	0.563
73_79	500	1.000	1.000	1.089	209720.054	1050	1.154
73_80	500	1.000	1.000	1.076	195460.948	978	1.052
73_81	500	1.000	1.000	1.008	134020.214	671	0.508
73_82	500	1.000	1.000	0.939	91151.457	456	-0.049
73_83	500	1.000	1.000	0.931	87195.956	436	-0.114
73_84	500	1.000	1.000	0.879	65280.046	326	-0.533
73_85	500	1.000	1.000	1.030	150896.085	755	0.679
73_86	500	1.000	1.000	0.977	112404.439	562	0.253
73_87	500	1.000	1.000	0.928	85896.420	430	-0.134
73_88	500	1.000	1.000	1.039	158582.209	794	0.751
73_89	500	1.000	1.000	1.031	151785.175	760	0.688
73_90	500	1.000	1.000	1.044	163420.342	818	0.794
73_91	500	1.000	1.000	0.948	95955.467	480	0.025
73_92	500	1.000	1.000	1.051	170077.758	851	0.851
73_93	500	1.000	1.000	0.932	88012.723	440	-0.100
73_94	500	1.000	1.000	1.052	170977.867	856	0.860
73_95	500	1.000	1.000	1.047	166300.969	832	0.819
73_96	500	1.000	1.000	0.929	86134.282	431	-0.130
73_97	500	1.000	1.000	1.052	170554.890	854	0.856
73_98	500	0.578	0.578	0.527	9283.233	46	-3.358
73_99	500	1.000	1.000	0.946	95044.992	475	0.010
73_100	500	1.000	1.000	1.017	140427.738	703	0.576
73_101	500	1.000	1.000	1.044	163286.001	817	0.792
73_102	500	1.000	1.000	1.051	169507.875	848	0.846
73_103	500	1.000	1.000	0.842	53233.276	266	-0.826
73_104	500	1.000	1.000	0.975	111557.134	558	0.242
73_105	500	1.000	1.000	1.015	138816.140	695	0.559
73_106	500	1.000	1.000	0.991	121991.843	610	0.371
73_107	500	1.000	1.000	0.950	97104.994	486	0.043
73_108	500	1.000	1.000	1.071	190255.361	952	1.013
73_109	500	1.000	1.000	0.950	97170.481	486	0.043
73_110	500	1.000	1.000	1.037	157327.982	787	0.738
73_111	500	1.000	1.000	0.992	122551.483	613	0.378
73_112	500	1.000	1.000	1.047	166034.201	831	0.817
73_113	500	0.800	0.800	0.892	70486.357	352	-0.422
73_114	500	1.000	1.000	1.039	159292.397	797	0.757
73_115	500	1.000	1.000	0.956	100469.355	503	0.093
73_116	500	1.000	1.000	0.993	122892.785	615	0.383
73_117	500	1.000	1.000	1.016	140190.969	702	0.574
73_118	500	1.000	1.000	1.021	143668.753	719	0.608
73_119	500	1.000	1.000	1.009	134427.336	673	0.513
73_120	500	1.000	1.000	0.983	116380.765	582	0.303
73_121	500	1.000	1.000	0.994	123785.415	619	0.392
73_122	500	1.000	1.000	1.044	163173.095	817	0.792
73_123	500	1.000	1.000	0.996	124849.579	625	0.406
73_124	500	1.000	1.000	1.005	131829.679	660	0.485
73_125	500	1.000	1.000	1.023	145153.786	726	0.622
73_126	500	1.000	1.000	1.020	142802.815	715	0.600
73_127	500	1.000	1.000	0.976	112319.616	562	0.253
73_128	500	1.000	1.000	1.024	146041.662	731	0.632
73_129	500	1.000	1.000	0.963	103979.162	520	0.141
73_130	500	1.000	1.000	1.044	163806.351	820	0.798
73_131	500	1.000	1.000	0.979	113737.948	569	0.271
73_132	500	1.000	1.000	0.991	121905.068	610	0.371
73_133	500	1.000	1.000	0.969	107658.147	539	0.192
73_134	500	1.000	1.000	0.983	116302.996	582	0.303
73_135	500	1.000	1.000	0.879	65265.618	326	-0.533
73_136	500	1.000	1.000	1.092	213363.616	1068	1.179
73_137	500	1.000	1.000	0.997	126221.569	632	0.422
73_138	500	1.000	1.000	1.018	141490.769	708	0.586
73_139	500	1.000	1.000	0.992	122318.172	612	0.376
73_140	500	1.000	1.000	1.114	241259.688	1208	1.357
73_141	500	1.000	1.000	0.927	85455.164	427	-0.144
73_142	500	1.000	1.000	0.984	117199.172	586	0.313
73_143	500	1.000	1.000	0.990	120951.520	605	0.359
73_144	500	1.000	1.000	1.051	169498.073	848	0.846
73_145	500	1.000	1.000	1.053	171453.804	858	0.863
73_146	500	1.000	1.000	0.971	109037.832	546	0.211
73_147	500	1.000	1.000	0.980	114434.410	573	0.281
73_148	500	1.000	1.000	1.021	143413.949	718	0.606
73_149	500	1.000	1.000	0.998	126689.120	634	0.427
73_150	500	0.864	1.000	0.860	58903.238	294	-0.682
73_151	500	0.853	1.000	0.887	68553.901	343	-0.460
73_152	500	0.736	1.000	0.664	19853.016	99	-2.252
73_153	500	0.668	1.000	0.646	18006.279	90	-2.390
73_154	500	0.564	1.000	0.559	11118.126	55	-3.100
73_155	500	0.942	1.000	0.912	78435.110	392	-0.267
73_156	500	0.755	1.000	0.727	28146.446	140	-1.752
73_157	500	0.734	1.000	0.752	32320.037	161	-1.551
73_158	500	0.760	1.000	0.745	31118.363	155	-1.606
73_159	500	0.889	1.000	0.924	83984.507	420	-0.168
73_160	500	0.865	1.000	0.906	75944.059	380	-0.312
73_161	500	0.673	1.000	0.667	20213.351	101	-2.224
73_162	500	0.908	1.000	0.906	75825.356	379	-0.316
73_163	500	0.901	1.000	0.879	65608.307	328	-0.524
73_164	500	0.579	1.000	0.624	15880.590	79	-2.578
73_165	500	0.969	1.000	0.911	78303.892	392	-0.267
73_166	500	0.752	1.000	0.765	34699.216	173	-1.447
73_167	500	0.610	1.000	0.494	7751.238	38	-3.634
73_168	500	0.823	1.000	0.966	105722.530	529	0.165
73_169	500	0.803	1.000	0.843	53591.655	268	-0.816
73_170	500	0.540	1.000	0.418	5067.589	25	-4.238
73_171	500	0.526	1.000	0.619	15486.501	77	-2.615
73_172	500	0.660	1.000	0.594	13462.018	67	-2.816
73_173	500	0.929	1.000	0.885	67564.112	338	-0.481
73_174	500	0.531	1.000	0.540	9979.430	49	-3.267
73_175	500	0.980	1.000	0.976	111898.497	560	0.248
73_176	500	0.569	1.000	0.502	8082.003	40	-3.560
73_177	500	0.970	1.000	1.018	141626.795	709	0.588
73_178	500	0.887	1.000	0.990	121396.330	607	0.364
73_179	500	0.868	1.000	0.885	67682.279	338	-0.481
73_180	500	0.758	1.000	0.786	39002.142	195	-1.274
73_181	500	0.714	1.000	0.790	39980.645	200	-1.238
73_182	500	0.733	1.000	0.688	22752.129	113	-2.062
73_183	500	0.967	1.000	1.021	143563.149	718	0.606
73_184	500	0.669	1.000	0.651	18431.293	92	-2.358
73_185	500	0.694	1.000	0.739	30155.768	151	-1.643
73_186	500	0.816	1.000	0.803	42932.364	214	-1.140
73_187	500	0.991	1.000	0.924	83866.633	419	-0.171
73_188	500	0.744	1.000	0.675	21131.515	105	-2.168
73_189	500	0.618	1.000	0.641	17450.297	87	-2.439
73_190	500	0.512	1.000	0.459	6356.798	31	-3.928
73_191	500	0.799	1.000	0.850	55844.440	279	-0.758
73_192	500	0.886	1.000	0.887	68409.168	342	-0.464
73_193	500	0.947	1.000	0.883	66977.400	335	-0.494
73_194	500	0.596	0.630	0.585	12789.073	64	-2.882
73_195	500	0.961	1.000	0.980	114365.099	572	0.278
73_196	500	0.714	1.000	0.685	22366.930	112	-2.074
73_197	500	0.942	1.000	0.948	95984.673	480	0.025
73_198	500	0.534	1.000	0.523	9090.147	45	-3.390
73_199	500	0.991	1.000	0.959	101922.030	510	0.113
74	500	1.000	1.000	0.926	84754.129	424	-0.154
74_75	500	1.000	1.000	1.023	145423.004	728	0.626
74_76	500	1.000	1.000	1.061	179099.347	896	0.926
74_77	500	0.774	0.774	0.806	43539.296	218	-1.114
74_78	500	1.000	1.000	1.001	128893.366	645	0.451
74_79	500	1.000	1.000	1.033	153994.432	771	0.709
74_80	500	1.000	1.000	0.985	117809.355	589	0.320
74_81	500	1.000	1.000	1.068	186285.980	932	0.982
74_82	500	1.000	1.000	0.970	108452.729	543	0.203
74_83	500	1.000	1.000	1.002	129154.079	646	0.454
74_84	500	1.000	1.000	0.939	91317.555	457	-0.046
74_85	500	1.000	1.000	1.003	129946.121	650	0.463
74_86	500	1.000	1.000	1.036	155992.748	781	0.727
74_87	500	1.000	1.000	0.998	126715.145	634	0.427
74_88	500	1.000	1.000	0.999	127437.018	638	0.436
74_89	500	1.000	1.000	1.066	184546.392	924	0.970
74_90	500	1.000	1.000	1.064	182422.541	913	0.953
74_91	500	1.000	1.000	0.947	95552.164	478	0.019
74_92	500	1.000	1.000	0.999	127625.544	639	0.438
74_93	500	1.000	1.000	1.017	140868.590	705	0.580
74_94	500	0.717	0.717	0.696	23768.823	119	-1.987
74_95	500	1.000	1.000	0.986	118700.310	594	0.333
74_96	500	1.000	1.000	1.037	157144.397	786	0.737
74_97	500	1.000	1.000	0.999	127585.962	638	0.436
74_98	500	1.000	1.000	0.917	80869.891	404	-0.224
74_99	500	1.000	1.000	1.050	168671.021	844	0.839
74_100	500	1.000	1.000	1.067	185870.692	930	0.979
74_101	500	1.000	1.000	0.952	98091.898	491	0.058
74_102	500	1.000	1.000	0.997	125962.805	630	0.417
74_103	500	1.000	1.000	1.011	135695.949	679	0.526
74_104	500	1.000	1.000	1.070	188360.362	943	0.999
74_105	500	1.000	1.000	1.027	148948.862	745	0.659
74_106	500	1.000	1.000	1.033	153421.143	768	0.703
74_107	500	1.000	1.000	0.966	105750.539	529	0.165
74_108	500	1.000	1.000	0.845	54270.689	271	-0.800
74_109	500	1.000	1.000	0.947	95424.523	477	0.016
74_110	500	1.000	1.000	0.985	117910.083	590	0.323
74_111	500	1.000	1.000	1.001	128822.943	645	0.451
74_112	500	1.000	1.000	0.982	115963.239	580	0.298
74_113	500	1.000	1.000	1.043	162124.815	811	0.782
74_114	500	1.000	1.000	1.070	188313.654	943	0.999
74_115	500	1.000	1.000	1.020	142702.570	714	0.598
74_116	500	1.000	1.000	1.010	134951.922	675	0.517
74_117	500	1.000	1.000	1.005	131570.578	658	0.480
74_118	500	1.000	1.000	1.004	130880.011	655	0.474
74_119	500	1.000	1.000	0.961	102892.385	515	0.127
